name;Q;var;con;dis
TRUK;250;2.1004618709204954;0.0;33.25443872087979
KBRG;8250;48.27205162601637;0.0;43.29356670807973
KPNG;8250;81.91457360056357;0.0;32.781709539850176
KRTA;3000;49.189712262438306;0.0;127.97488363929693
