u,v,moda,periode,w
Bandung,Solo,KRTA,4,2
Bandung,Malang,KRTA,4,2
Bandung,Kediri,KRTA,4,2
Banjarmasin,Pontianak,TRUK,4,15
Banjarmasin,Palangkaraya,TRUK,4,15
Banjarmasin,Balikpapan,TRUK,4,15
Banjarmasin,Samarinda,TRUK,4,15
Banjarmasin,Tarakan,TRUK,4,15
Banjarmasin,Jakarta,KBRG,4,4
Batam,Jakarta,KBRG,4,4
Batam,Jakarta,KPNG,4,6
Batam,Medan,KPNG,4,6
Bengkulu,Banda Aceh,TRUK,4,15
Bengkulu,Lhokseumawe,TRUK,4,15
Bengkulu,Medan,TRUK,4,15
Bengkulu,Sibolga,TRUK,4,15
Bengkulu,Pematang Siantar,TRUK,4,15
Bengkulu,Padang,TRUK,4,15
Bengkulu,Pekanbaru,TRUK,4,15
Bengkulu,Jambi,TRUK,4,15
Bengkulu,Palembang,TRUK,4,15
Bengkulu,Lampung,TRUK,4,15
Bengkulu,Pangkal Pinang,TRUK,4,15
Cirebon,Serang,TRUK,4,15
Cirebon,Jakarta,TRUK,4,15
Cirebon,Bandung,TRUK,4,15
Cirebon,Tasikmalaya,TRUK,4,15
Cirebon,Tegal,TRUK,4,15
Cirebon,Purwokerto,TRUK,4,15
Cirebon,Yogyakarta,TRUK,4,15
Cirebon,Semarang,TRUK,4,15
Cirebon,Solo,TRUK,4,15
Cirebon,Kediri,TRUK,4,15
Cirebon,Malang,TRUK,4,15
Cirebon,Surabaya,TRUK,4,15
Cirebon,Jember,TRUK,4,15
Cirebon,Jakarta,KRTA,4,2
Cirebon,Bandung,KRTA,4,2
Denpasar,Mataram,TRUK,4,15
Denpasar,Surabaya,TRUK,4,15
Gorontalo,Mamuju,TRUK,4,15
Gorontalo,Makassar,TRUK,4,15
Gorontalo,Palu,TRUK,4,15
Gorontalo,Kendari,TRUK,4,15
Gorontalo,Manado,TRUK,4,15
Jakarta,Serang,TRUK,4,15
Jakarta,Bandung,TRUK,4,15
Jakarta,Tasikmalaya,TRUK,4,15
Jakarta,Cirebon,TRUK,4,15
Jakarta,Tegal,TRUK,4,15
Jakarta,Purwokerto,TRUK,4,15
Jakarta,Yogyakarta,TRUK,4,15
Jakarta,Semarang,TRUK,4,15
Jakarta,Solo,TRUK,4,15
Jakarta,Kediri,TRUK,4,15
Jakarta,Malang,TRUK,4,15
Jakarta,Surabaya,TRUK,4,15
Jakarta,Jember,TRUK,4,15
Jakarta,Lampung,TRUK,4,15
Jakarta,Surabaya,KBRG,4,4
Jakarta,Balikpapan,KBRG,4,4
Jakarta,Samarinda,KBRG,4,4
Jakarta,Palu,KBRG,4,4
Jakarta,Manado,KBRG,4,4
Jakarta,Kendari,KBRG,4,4
Jakarta,Medan,KBRG,4,4
Jakarta,Pekanbaru,KBRG,4,4
Jakarta,Palembang,KBRG,4,4
Jakarta,Banjarmasin,KBRG,4,4
Jakarta,Pontianak,KBRG,4,4
Jakarta,Batam,KBRG,4,4
Jakarta,Makassar,KBRG,4,4
Jakarta,Batam,KPNG,4,6
Jakarta,Medan,KPNG,4,6
Jakarta,Surabaya,KPNG,4,6
Jakarta,Makassar,KPNG,4,6
Jakarta,Ambon,KPNG,4,6
Jakarta,Ternate,KPNG,4,6
Jakarta,Manado,KPNG,4,6
Jakarta,Manokwari,KPNG,4,6
Jakarta,Jayapura,KPNG,4,6
Jakarta,Kupang,KPNG,4,6
Jakarta,Surabaya,KRTA,4,2
Jakarta,Cirebon,KRTA,4,2
Jakarta,Semarang,KRTA,4,2
Jakarta,Tegal,KRTA,4,2
Jakarta,Solo,KRTA,4,2
Jakarta,Purwokerto,KRTA,4,2
Jakarta,Yogyakarta,KRTA,4,2
Jakarta,Malang,KRTA,4,2
Jakarta,Kediri,KRTA,4,2
Jakarta,Bandung,KRTA,4,2
Jakarta,Tasikmalaya,KRTA,4,2
Jambi,Banda Aceh,TRUK,4,15
Jambi,Lhokseumawe,TRUK,4,15
Jambi,Medan,TRUK,4,15
Jambi,Sibolga,TRUK,4,15
Jambi,Pematang Siantar,TRUK,4,15
Jambi,Padang,TRUK,4,15
Jambi,Pekanbaru,TRUK,4,15
Jambi,Bengkulu,TRUK,4,15
Jambi,Palembang,TRUK,4,15
Jambi,Lampung,TRUK,4,15
Jambi,Pangkal Pinang,TRUK,4,15
Jayapura,Manokwari,TRUK,4,15
Jayapura,Jakarta,KPNG,4,6
Jayapura,Surabaya,KPNG,4,6
Jayapura,Makassar,KPNG,4,6
Jayapura,Manokwari,KPNG,4,6
Jayapura,Ambon,KPNG,4,6
Jember,Serang,TRUK,4,15
Jember,Jakarta,TRUK,4,15
Jember,Bandung,TRUK,4,15
Jember,Tasikmalaya,TRUK,4,15
Jember,Cirebon,TRUK,4,15
Jember,Tegal,TRUK,4,15
Jember,Purwokerto,TRUK,4,15
Jember,Yogyakarta,TRUK,4,15
Jember,Semarang,TRUK,4,15
Jember,Solo,TRUK,4,15
Jember,Kediri,TRUK,4,15
Jember,Malang,TRUK,4,15
Jember,Surabaya,TRUK,4,15
Jember,Surabaya,KRTA,4,2
Jember,Yogyakarta,KRTA,4,2
Jember,Purwokerto,KRTA,4,2
Jember,Malang,KRTA,4,2
Kediri,Serang,TRUK,4,15
Kediri,Jakarta,TRUK,4,15
Kediri,Bandung,TRUK,4,15
Kediri,Tasikmalaya,TRUK,4,15
Kediri,Cirebon,TRUK,4,15
Kediri,Tegal,TRUK,4,15
Kediri,Purwokerto,TRUK,4,15
Kediri,Yogyakarta,TRUK,4,15
Kediri,Semarang,TRUK,4,15
Kediri,Solo,TRUK,4,15
Kediri,Malang,TRUK,4,15
Kediri,Surabaya,TRUK,4,15
Kediri,Jember,TRUK,4,15
Kediri,Bandung,KRTA,4,2
Kediri,Tasikmalaya,KRTA,4,2
Kediri,Jakarta,KRTA,4,2
Kediri,Solo,KRTA,4,2
Kediri,Semarang,KRTA,4,2
Kediri,Tegal,KRTA,4,2
Kediri,Cirebon,KRTA,4,2
Kediri,Yogyakarta,KRTA,4,2
Kediri,Purwokerto,KRTA,4,2
Kediri,Serang,KRTA,4,2
Kendari,Mamuju,TRUK,4,15
Kendari,Makassar,TRUK,4,15
Kendari,Palu,TRUK,4,15
Kendari,Gorontalo,TRUK,4,15
Kendari,Manado,TRUK,4,15
Kendari,Jakarta,KBRG,4,4
Kendari,Surabaya,KBRG,4,4
Kendari,Balikpapan,KBRG,4,4
Kendari,Samarinda,KBRG,4,4
Kendari,Palu,KBRG,4,4
Kendari,Manado,KBRG,4,4
Kupang,Jakarta,KPNG,4,6
Kupang,Surabaya,KPNG,4,6
Kupang,Makassar,KPNG,4,6
Lampung,Banda Aceh,TRUK,4,15
Lampung,Jakarta,TRUK,4,15
Lampung,Lhokseumawe,TRUK,4,15
Lampung,Medan,TRUK,4,15
Lampung,Sibolga,TRUK,4,15
Lampung,Pematang Siantar,TRUK,4,15
Lampung,Padang,TRUK,4,15
Lampung,Pekanbaru,TRUK,4,15
Lampung,Bengkulu,TRUK,4,15
Lampung,Jambi,TRUK,4,15
Lampung,Palembang,TRUK,4,15
Lampung,Pangkal Pinang,TRUK,4,15
Lampung,Serang,TRUK,4,15
Lampung,Palembang,KRTA,4,2
Lhokseumawe,Banda Aceh,TRUK,4,15
Lhokseumawe,Medan,TRUK,4,15
Lhokseumawe,Sibolga,TRUK,4,15
Lhokseumawe,Pematang Siantar,TRUK,4,15
Lhokseumawe,Padang,TRUK,4,15
Lhokseumawe,Pekanbaru,TRUK,4,15
Lhokseumawe,Bengkulu,TRUK,4,15
Lhokseumawe,Jambi,TRUK,4,15
Lhokseumawe,Palembang,TRUK,4,15
Lhokseumawe,Lampung,TRUK,4,15
Lhokseumawe,Pangkal Pinang,TRUK,4,15
Makassar,Mamuju,TRUK,4,15
Makassar,Palu,TRUK,4,15
Makassar,Kendari,TRUK,4,15
Makassar,Gorontalo,TRUK,4,15
Makassar,Manado,TRUK,4,15
Makassar,Jakarta,KBRG,4,4
Makassar,Jakarta,KPNG,4,6
Makassar,Surabaya,KPNG,4,6
Makassar,Ternate,KPNG,4,6
Makassar,Manado,KPNG,4,6
Makassar,Manokwari,KPNG,4,6
Makassar,Jayapura,KPNG,4,6
Makassar,Kupang,KPNG,4,6
Malang,Serang,TRUK,4,15
Malang,Jakarta,TRUK,4,15
Malang,Bandung,TRUK,4,15
Malang,Tasikmalaya,TRUK,4,15
Malang,Cirebon,TRUK,4,15
Malang,Tegal,TRUK,4,15
Malang,Purwokerto,TRUK,4,15
Malang,Yogyakarta,TRUK,4,15
Malang,Semarang,TRUK,4,15
Malang,Solo,TRUK,4,15
Malang,Kediri,TRUK,4,15
Malang,Surabaya,TRUK,4,15
Malang,Jember,TRUK,4,15
Malang,Jakarta,KRTA,4,2
Malang,Surabaya,KRTA,4,2
Malang,Solo,KRTA,4,2
Malang,Yogyakarta,KRTA,4,2
Malang,Purwokerto,KRTA,4,2
Malang,Cirebon,KRTA,4,2
Malang,Kediri,KRTA,4,2
Malang,Semarang,KRTA,4,2
Malang,Tegal,KRTA,4,2
Malang,Bandung,KRTA,4,2
Malang,Tasikmalaya,KRTA,4,2
Malang,Jember,KRTA,4,2
Mamuju,Makassar,TRUK,4,15
Mamuju,Palu,TRUK,4,15
Mamuju,Kendari,TRUK,4,15
Mamuju,Gorontalo,TRUK,4,15
Mamuju,Manado,TRUK,4,15
Manado,Mamuju,TRUK,4,15
Manado,Makassar,TRUK,4,15
Manado,Palu,TRUK,4,15
Manado,Kendari,TRUK,4,15
Manado,Gorontalo,TRUK,4,15
Manado,Jakarta,KBRG,4,4
Manado,Surabaya,KBRG,4,4
Manado,Balikpapan,KBRG,4,4
Manado,Samarinda,KBRG,4,4
Manado,Palu,KBRG,4,4
Manado,Kendari,KBRG,4,4
Manado,Jakarta,KPNG,4,6
Manado,Surabaya,KPNG,4,6
Manado,Makassar,KPNG,4,6
Manado,Ambon,KPNG,4,6
Manado,Ternate,KPNG,4,6
Manokwari,Jayapura,TRUK,4,15
Manokwari,Jakarta,KPNG,4,6
Manokwari,Surabaya,KPNG,4,6
Manokwari,Makassar,KPNG,4,6
Manokwari,Jayapura,KPNG,4,6
Mataram,Denpasar,TRUK,4,15
Medan,Banda Aceh,TRUK,4,15
Medan,Lhokseumawe,TRUK,4,15
Medan,Sibolga,TRUK,4,15
Medan,Pematang Siantar,TRUK,4,15
Medan,Padang,TRUK,4,15
Medan,Pekanbaru,TRUK,4,15
Medan,Bengkulu,TRUK,4,15
Medan,Jambi,TRUK,4,15
Medan,Palembang,TRUK,4,15
Medan,Lampung,TRUK,4,15
Medan,Pangkal Pinang,TRUK,4,15
Medan,Jakarta,KBRG,4,4
Medan,Jakarta,KPNG,4,6
Medan,Batam,KPNG,4,6
Medan,Pematang Siantar,KRTA,4,2
Padang,Banda Aceh,TRUK,4,15
Padang,Lhokseumawe,TRUK,4,15
Padang,Medan,TRUK,4,15
Padang,Sibolga,TRUK,4,15
Padang,Pematang Siantar,TRUK,4,15
Padang,Pekanbaru,TRUK,4,15
Padang,Bengkulu,TRUK,4,15
Padang,Jambi,TRUK,4,15
Padang,Palembang,TRUK,4,15
Padang,Lampung,TRUK,4,15
Padang,Pangkal Pinang,TRUK,4,15
Palangkaraya,Pontianak,TRUK,4,15
Palangkaraya,Banjarmasin,TRUK,4,15
Palangkaraya,Balikpapan,TRUK,4,15
Palangkaraya,Samarinda,TRUK,4,15
Palangkaraya,Tarakan,TRUK,4,15
Palembang,Banda Aceh,TRUK,4,15
Palembang,Lhokseumawe,TRUK,4,15
Palembang,Medan,TRUK,4,15
Palembang,Sibolga,TRUK,4,15
Palembang,Pematang Siantar,TRUK,4,15
Palembang,Padang,TRUK,4,15
Palembang,Pekanbaru,TRUK,4,15
Palembang,Bengkulu,TRUK,4,15
Palembang,Jambi,TRUK,4,15
Palembang,Lampung,TRUK,4,15
Palembang,Pangkal Pinang,TRUK,4,15
Palembang,Jakarta,KBRG,4,4
Palembang,Lampung,KRTA,4,2
Palu,Mamuju,TRUK,4,15
Palu,Makassar,TRUK,4,15
Palu,Kendari,TRUK,4,15
Palu,Gorontalo,TRUK,4,15
Palu,Manado,TRUK,4,15
Palu,Samarinda,TRUK,4,15
Palu,Jakarta,KBRG,4,4
Palu,Surabaya,KBRG,4,4
Palu,Balikpapan,KBRG,4,4
Palu,Samarinda,KBRG,4,4
Palu,Manado,KBRG,4,4
Palu,Kendari,KBRG,4,4
Pangkal Pinang,Banda Aceh,TRUK,4,15
Pangkal Pinang,Lhokseumawe,TRUK,4,15
Pangkal Pinang,Medan,TRUK,4,15
Pangkal Pinang,Sibolga,TRUK,4,15
Pangkal Pinang,Pematang Siantar,TRUK,4,15
Pangkal Pinang,Padang,TRUK,4,15
Pangkal Pinang,Pekanbaru,TRUK,4,15
Pangkal Pinang,Bengkulu,TRUK,4,15
Pangkal Pinang,Jambi,TRUK,4,15
Pangkal Pinang,Palembang,TRUK,4,15
Pangkal Pinang,Lampung,TRUK,4,15
Pekanbaru,Banda Aceh,TRUK,4,15
Pekanbaru,Lhokseumawe,TRUK,4,15
Pekanbaru,Medan,TRUK,4,15
Pekanbaru,Sibolga,TRUK,4,15
Pekanbaru,Pematang Siantar,TRUK,4,15
Pekanbaru,Padang,TRUK,4,15
Pekanbaru,Bengkulu,TRUK,4,15
Pekanbaru,Jambi,TRUK,4,15
Pekanbaru,Palembang,TRUK,4,15
Pekanbaru,Lampung,TRUK,4,15
Pekanbaru,Pangkal Pinang,TRUK,4,15
Pekanbaru,Jakarta,KBRG,4,4
Pematang Siantar,Banda Aceh,TRUK,4,15
Pematang Siantar,Lhokseumawe,TRUK,4,15
Pematang Siantar,Medan,TRUK,4,15
Pematang Siantar,Sibolga,TRUK,4,15
Pematang Siantar,Padang,TRUK,4,15
Pematang Siantar,Pekanbaru,TRUK,4,15
Pematang Siantar,Bengkulu,TRUK,4,15
Pematang Siantar,Jambi,TRUK,4,15
Pematang Siantar,Palembang,TRUK,4,15
Pematang Siantar,Lampung,TRUK,4,15
Pematang Siantar,Pangkal Pinang,TRUK,4,15
Pematang Siantar,Medan,KRTA,4,2
Pontianak,Palangkaraya,TRUK,4,15
Pontianak,Banjarmasin,TRUK,4,15
Pontianak,Balikpapan,TRUK,4,15
Pontianak,Samarinda,TRUK,4,15
Pontianak,Tarakan,TRUK,4,15
Pontianak,Jakarta,KBRG,4,4
Purwokerto,Serang,TRUK,4,15
Purwokerto,Jakarta,TRUK,4,15
Purwokerto,Bandung,TRUK,4,15
Purwokerto,Tasikmalaya,TRUK,4,15
Purwokerto,Cirebon,TRUK,4,15
Purwokerto,Tegal,TRUK,4,15
Purwokerto,Yogyakarta,TRUK,4,15
Purwokerto,Semarang,TRUK,4,15
Purwokerto,Solo,TRUK,4,15
Purwokerto,Kediri,TRUK,4,15
Purwokerto,Malang,TRUK,4,15
Purwokerto,Surabaya,TRUK,4,15
Purwokerto,Jember,TRUK,4,15
Purwokerto,Cirebon,KRTA,4,2
Purwokerto,Jakarta,KRTA,4,2
Purwokerto,Jember,KRTA,4,2
Purwokerto,Yogyakarta,KRTA,4,2
Purwokerto,Surabaya,KRTA,4,2
Purwokerto,Tasikmalaya,KRTA,4,2
Purwokerto,Bandung,KRTA,4,2
Purwokerto,Semarang,KRTA,4,2
Purwokerto,Tegal,KRTA,4,2
Samarinda,Pontianak,TRUK,4,15
Samarinda,Palangkaraya,TRUK,4,15
Samarinda,Banjarmasin,TRUK,4,15
Samarinda,Balikpapan,TRUK,4,15
Samarinda,Tarakan,TRUK,4,15
Samarinda,Palu,TRUK,4,15
Samarinda,Jakarta,KBRG,4,4
Samarinda,Surabaya,KBRG,4,4
Samarinda,Balikpapan,KBRG,4,4
Samarinda,Palu,KBRG,4,4
Samarinda,Manado,KBRG,4,4
Samarinda,Kendari,KBRG,4,4
Semarang,Serang,TRUK,4,15
Semarang,Jakarta,TRUK,4,15
Semarang,Bandung,TRUK,4,15
Semarang,Tasikmalaya,TRUK,4,15
Semarang,Cirebon,TRUK,4,15
Semarang,Tegal,TRUK,4,15
Semarang,Purwokerto,TRUK,4,15
Semarang,Yogyakarta,TRUK,4,15
Semarang,Solo,TRUK,4,15
Semarang,Kediri,TRUK,4,15
Semarang,Malang,TRUK,4,15
Semarang,Surabaya,TRUK,4,15
Semarang,Jember,TRUK,4,15
Semarang,Jakarta,KRTA,4,2
Semarang,Tegal,KRTA,4,2
Semarang,Cirebon,KRTA,4,2
Semarang,Surabaya,KRTA,4,2
Semarang,Purwokerto,KRTA,4,2
Semarang,Solo,KRTA,4,2
Serang,Jakarta,TRUK,4,15
Serang,Bandung,TRUK,4,15
Serang,Tasikmalaya,TRUK,4,15
Serang,Cirebon,TRUK,4,15
Serang,Tegal,TRUK,4,15
Serang,Purwokerto,TRUK,4,15
Serang,Yogyakarta,TRUK,4,15
Serang,Semarang,TRUK,4,15
Serang,Solo,TRUK,4,15
Serang,Kediri,TRUK,4,15
Serang,Malang,TRUK,4,15
Serang,Surabaya,TRUK,4,15
Serang,Jember,TRUK,4,15
Serang,Lampung,TRUK,4,15
Serang,Jakarta,KRTA,4,2
Serang,Cirebon,KRTA,4,2
Serang,Purwokerto,KRTA,4,2
Serang,Yogyakarta,KRTA,4,2
Serang,Solo,KRTA,4,2
Serang,Kediri,KRTA,4,2
Sibolga,Banda Aceh,TRUK,4,15
Sibolga,Lhokseumawe,TRUK,4,15
Sibolga,Medan,TRUK,4,15
Sibolga,Pematang Siantar,TRUK,4,15
Sibolga,Padang,TRUK,4,15
Sibolga,Pekanbaru,TRUK,4,15
Sibolga,Bengkulu,TRUK,4,15
Sibolga,Jambi,TRUK,4,15
Sibolga,Palembang,TRUK,4,15
Sibolga,Lampung,TRUK,4,15
Sibolga,Pangkal Pinang,TRUK,4,15
Solo,Serang,TRUK,4,15
Solo,Jakarta,TRUK,4,15
Solo,Bandung,TRUK,4,15
Solo,Tasikmalaya,TRUK,4,15
Solo,Cirebon,TRUK,4,15
Solo,Tegal,TRUK,4,15
Solo,Purwokerto,TRUK,4,15
Solo,Yogyakarta,TRUK,4,15
Solo,Semarang,TRUK,4,15
Solo,Kediri,TRUK,4,15
Solo,Malang,TRUK,4,15
Solo,Surabaya,TRUK,4,15
Solo,Jember,TRUK,4,15
Solo,Jakarta,KRTA,4,2
Solo,Yogyakarta,KRTA,4,2
Solo,Purwokerto,KRTA,4,2
Solo,Cirebon,KRTA,4,2
Solo,Bandung,KRTA,4,2
Solo,Tasikmalaya,KRTA,4,2
Solo,Semarang,KRTA,4,2
Surabaya,Serang,TRUK,4,15
Surabaya,Jakarta,TRUK,4,15
Surabaya,Bandung,TRUK,4,15
Surabaya,Tasikmalaya,TRUK,4,15
Surabaya,Cirebon,TRUK,4,15
Surabaya,Tegal,TRUK,4,15
Surabaya,Purwokerto,TRUK,4,15
Surabaya,Yogyakarta,TRUK,4,15
Surabaya,Semarang,TRUK,4,15
Surabaya,Solo,TRUK,4,15
Surabaya,Kediri,TRUK,4,15
Surabaya,Malang,TRUK,4,15
Surabaya,Jember,TRUK,4,15
Surabaya,Denpasar,TRUK,4,15
Surabaya,Jakarta,KBRG,4,4
Surabaya,Balikpapan,KBRG,4,4
Surabaya,Samarinda,KBRG,4,4
Surabaya,Palu,KBRG,4,4
Surabaya,Manado,KBRG,4,4
Surabaya,Kendari,KBRG,4,4
Surabaya,Jakarta,KPNG,4,6
Surabaya,Makassar,KPNG,4,6
Surabaya,Ambon,KPNG,4,6
Surabaya,Ternate,KPNG,4,6
Surabaya,Manado,KPNG,4,6
Surabaya,Manokwari,KPNG,4,6
Surabaya,Jayapura,KPNG,4,6
Surabaya,Kupang,KPNG,4,6
Surabaya,Jakarta,KRTA,4,2
Surabaya,Semarang,KRTA,4,2
Surabaya,Cirebon,KRTA,4,2
Surabaya,Tegal,KRTA,4,2
Surabaya,Purwokerto,KRTA,4,2
Surabaya,Bandung,KRTA,4,2
Surabaya,Solo,KRTA,4,2
Surabaya,Yogyakarta,KRTA,4,2
Surabaya,Tasikmalaya,KRTA,4,2
Surabaya,Jember,KRTA,4,2
Surabaya,Malang,KRTA,4,2
Tarakan,Pontianak,TRUK,4,15
Tarakan,Palangkaraya,TRUK,4,15
Tarakan,Banjarmasin,TRUK,4,15
Tarakan,Balikpapan,TRUK,4,15
Tarakan,Samarinda,TRUK,4,15
Tasikmalaya,Serang,TRUK,4,15
Tasikmalaya,Jakarta,TRUK,4,15
Tasikmalaya,Bandung,TRUK,4,15
Tasikmalaya,Cirebon,TRUK,4,15
Tasikmalaya,Tegal,TRUK,4,15
Tasikmalaya,Purwokerto,TRUK,4,15
Tasikmalaya,Yogyakarta,TRUK,4,15
Tasikmalaya,Semarang,TRUK,4,15
Tasikmalaya,Solo,TRUK,4,15
Tasikmalaya,Kediri,TRUK,4,15
Tasikmalaya,Malang,TRUK,4,15
Tasikmalaya,Surabaya,TRUK,4,15
Tasikmalaya,Jember,TRUK,4,15
Tasikmalaya,Bandung,KRTA,4,2
Tegal,Serang,TRUK,4,15
Tegal,Jakarta,TRUK,4,15
Tegal,Bandung,TRUK,4,15
Tegal,Tasikmalaya,TRUK,4,15
Tegal,Cirebon,TRUK,4,15
Tegal,Purwokerto,TRUK,4,15
Tegal,Yogyakarta,TRUK,4,15
Tegal,Semarang,TRUK,4,15
Tegal,Solo,TRUK,4,15
Tegal,Kediri,TRUK,4,15
Tegal,Malang,TRUK,4,15
Tegal,Surabaya,TRUK,4,15
Tegal,Jember,TRUK,4,15
Tegal,Jakarta,KRTA,4,2
Tegal,Cirebon,KRTA,4,2
Ternate,Jakarta,KPNG,4,6
Ternate,Surabaya,KPNG,4,6
Ternate,Makassar,KPNG,4,6
Ternate,Ambon,KPNG,4,6
Ternate,Manado,KPNG,4,6
Yogyakarta,Serang,TRUK,4,15
Yogyakarta,Jakarta,TRUK,4,15
Yogyakarta,Bandung,TRUK,4,15
Yogyakarta,Tasikmalaya,TRUK,4,15
Yogyakarta,Cirebon,TRUK,4,15
Yogyakarta,Tegal,TRUK,4,15
Yogyakarta,Purwokerto,TRUK,4,15
Yogyakarta,Semarang,TRUK,4,15
Yogyakarta,Solo,TRUK,4,15
Yogyakarta,Kediri,TRUK,4,15
Yogyakarta,Malang,TRUK,4,15
Yogyakarta,Surabaya,TRUK,4,15
Yogyakarta,Jember,TRUK,4,15
Yogyakarta,Jakarta,KRTA,4,2
Yogyakarta,Surabaya,KRTA,4,2
Yogyakarta,Purwokerto,KRTA,4,2
Yogyakarta,Cirebon,KRTA,4,2
Yogyakarta,Solo,KRTA,4,2
Yogyakarta,Malang,KRTA,4,2
Yogyakarta,Kediri,KRTA,4,2
Yogyakarta,Jember,KRTA,4,2
Ambon,Jakarta,KPNG,5,6
Ambon,Surabaya,KPNG,5,6
Ambon,Makassar,KPNG,5,6
Ambon,Ternate,KPNG,5,6
Ambon,Manado,KPNG,5,6
Ambon,Jayapura,KPNG,5,6
Balikpapan,Pontianak,TRUK,5,15
Balikpapan,Palangkaraya,TRUK,5,15
Balikpapan,Banjarmasin,TRUK,5,15
Balikpapan,Samarinda,TRUK,5,15
Balikpapan,Tarakan,TRUK,5,15
Balikpapan,Jakarta,KBRG,5,4
Balikpapan,Surabaya,KBRG,5,4
Balikpapan,Samarinda,KBRG,5,4
Balikpapan,Palu,KBRG,5,4
Balikpapan,Manado,KBRG,5,4
Balikpapan,Kendari,KBRG,5,4
Banda Aceh,Lhokseumawe,TRUK,5,15
Banda Aceh,Medan,TRUK,5,15
Banda Aceh,Sibolga,TRUK,5,15
Banda Aceh,Pematang Siantar,TRUK,5,15
Banda Aceh,Padang,TRUK,5,15
Banda Aceh,Pekanbaru,TRUK,5,15
Banda Aceh,Bengkulu,TRUK,5,15
Banda Aceh,Jambi,TRUK,5,15
Banda Aceh,Palembang,TRUK,5,15
Banda Aceh,Lampung,TRUK,5,15
Banda Aceh,Pangkal Pinang,TRUK,5,15
Bandung,Serang,TRUK,5,15
Bandung,Jakarta,TRUK,5,15
Bandung,Tasikmalaya,TRUK,5,15
Bandung,Cirebon,TRUK,5,15
Bandung,Tegal,TRUK,5,15
Bandung,Purwokerto,TRUK,5,15
Bandung,Yogyakarta,TRUK,5,15
Bandung,Semarang,TRUK,5,15
Bandung,Solo,TRUK,5,15
Bandung,Kediri,TRUK,5,15
Bandung,Malang,TRUK,5,15
Bandung,Surabaya,TRUK,5,15
Bandung,Jember,TRUK,5,15
Bandung,Jakarta,KRTA,5,2
Bandung,Surabaya,KRTA,5,2
Bandung,Cirebon,KRTA,5,2
Bandung,Tegal,KRTA,5,2
Bandung,Semarang,KRTA,5,2
Bandung,Tasikmalaya,KRTA,5,2
Bandung,Yogyakarta,KRTA,5,2
Bandung,Solo,KRTA,5,2
Bandung,Malang,KRTA,5,2
Bandung,Kediri,KRTA,5,2
Banjarmasin,Pontianak,TRUK,5,15
Banjarmasin,Palangkaraya,TRUK,5,15
Banjarmasin,Balikpapan,TRUK,5,15
Banjarmasin,Samarinda,TRUK,5,15
Banjarmasin,Tarakan,TRUK,5,15
Banjarmasin,Jakarta,KBRG,5,4
Batam,Jakarta,KBRG,5,4
Batam,Jakarta,KPNG,5,6
Batam,Medan,KPNG,5,6
Bengkulu,Banda Aceh,TRUK,5,15
Bengkulu,Lhokseumawe,TRUK,5,15
Bengkulu,Medan,TRUK,5,15
Bengkulu,Sibolga,TRUK,5,15
Bengkulu,Pematang Siantar,TRUK,5,15
Bengkulu,Padang,TRUK,5,15
Bengkulu,Pekanbaru,TRUK,5,15
Bengkulu,Jambi,TRUK,5,15
Bengkulu,Palembang,TRUK,5,15
Bengkulu,Lampung,TRUK,5,15
Bengkulu,Pangkal Pinang,TRUK,5,15
Cirebon,Serang,TRUK,5,15
Cirebon,Jakarta,TRUK,5,15
Cirebon,Bandung,TRUK,5,15
Cirebon,Tasikmalaya,TRUK,5,15
Cirebon,Tegal,TRUK,5,15
Cirebon,Purwokerto,TRUK,5,15
Cirebon,Yogyakarta,TRUK,5,15
Cirebon,Semarang,TRUK,5,15
Cirebon,Solo,TRUK,5,15
Cirebon,Kediri,TRUK,5,15
Cirebon,Malang,TRUK,5,15
Cirebon,Surabaya,TRUK,5,15
Cirebon,Jember,TRUK,5,15
Cirebon,Jakarta,KRTA,5,2
Cirebon,Bandung,KRTA,5,2
Denpasar,Mataram,TRUK,5,15
Denpasar,Surabaya,TRUK,5,15
Gorontalo,Mamuju,TRUK,5,15
Gorontalo,Makassar,TRUK,5,15
Gorontalo,Palu,TRUK,5,15
Gorontalo,Kendari,TRUK,5,15
Gorontalo,Manado,TRUK,5,15
Jakarta,Serang,TRUK,5,15
Jakarta,Bandung,TRUK,5,15
Jakarta,Tasikmalaya,TRUK,5,15
Jakarta,Cirebon,TRUK,5,15
Jakarta,Tegal,TRUK,5,15
Jakarta,Purwokerto,TRUK,5,15
Jakarta,Yogyakarta,TRUK,5,15
Jakarta,Semarang,TRUK,5,15
Jakarta,Solo,TRUK,5,15
Jakarta,Kediri,TRUK,5,15
Jakarta,Malang,TRUK,5,15
Jakarta,Surabaya,TRUK,5,15
Jakarta,Jember,TRUK,5,15
Jakarta,Lampung,TRUK,5,15
Jakarta,Surabaya,KBRG,5,4
Jakarta,Balikpapan,KBRG,5,4
Jakarta,Samarinda,KBRG,5,4
Jakarta,Palu,KBRG,5,4
Jakarta,Manado,KBRG,5,4
Jakarta,Kendari,KBRG,5,4
Jakarta,Medan,KBRG,5,4
Jakarta,Pekanbaru,KBRG,5,4
Jakarta,Palembang,KBRG,5,4
Jakarta,Banjarmasin,KBRG,5,4
Jakarta,Pontianak,KBRG,5,4
Jakarta,Batam,KBRG,5,4
Jakarta,Makassar,KBRG,5,4
Jakarta,Batam,KPNG,5,6
Jakarta,Medan,KPNG,5,6
